game,rl_player,rl_team,winner,turns,capped,score_a,score_b,total_reward,avg_reward_recent,win_rate_recent,policy_loss,entropy,avg_selected_action_prob,grad_norm,weight_delta_norm,learning_rate,epsilon,temperature,decisions,explored_actions,sampled_actions,greedy_actions,checkpoint_path,eval_win_rate,eval_avg_reward,warning
763,2,A,A,372,False,8,7,477.6796875,-98.53385937499998,0.41,-1.4732177257537842,0.40953534841537476,0.6805829962516631,46.354533904343775,0.0002314723405776883,1e-05,0.1,1.0,39,5,34,0,,,,
764,3,B,A,340,False,8,7,-509.321875,-108.97070312499994,0.4,-42.46021270751953,0.39364489912986755,0.690044953106643,62.362241047086734,0.0002108502031508885,1e-05,0.1,1.0,52,6,46,0,,,,
765,0,A,B,358,False,7,8,-515.55390625,-108.85636718749997,0.4,-15.240477561950684,0.4564173221588135,0.6329873628999827,65.38289594994342,0.0002133083994103927,1e-05,0.1,1.0,42,7,35,0,,,,
766,1,B,A,414,False,8,7,-484.12812500000007,-108.90585156249996,0.4,-9.251860618591309,0.40382012724876404,0.6929134919981658,38.76802118182439,0.00023853298309701985,1e-05,0.1,1.0,45,3,42,0,,,,
767,2,A,B,235,False,5,8,-516.7375,-108.71141406249994,0.4,-0.07448666542768478,0.3526049554347992,0.7111639780479916,26.794043237225914,0.00024530303077957886,1e-05,0.1,1.0,19,3,16,0,,,,
768,3,B,B,504,False,7,8,438.53125000000017,-99.16686718749993,0.41,-29.32281494140625,0.8220857977867126,0.5191906408883779,108.30823338613055,0.00027096832883967073,1e-05,0.1,1.0,71,15,56,0,,,,
769,0,A,B,240,False,5,8,-513.128125,-99.22752343749995,0.41,-7.0248870849609375,0.6428754925727844,0.5619208323310886,45.40031823061445,0.0002495253770354433,1e-05,0.1,1.0,20,2,18,0,,,,
770,1,B,A,340,False,8,7,-513.034375,-99.24965624999997,0.41,-7.838339805603027,0.480471670627594,0.6127739709002767,54.7225523693583,0.00023198641079684565,1e-05,0.1,1.0,47,6,41,0,,,,
771,2,A,B,272,False,5,8,-504.4125,-99.12746874999998,0.41,-2.4722867012023926,0.5553117394447327,0.7261922707724752,40.619641409336005,0.00021243160468653998,1e-05,0.1,1.0,33,2,31,0,,,,
772,3,B,B,252,False,5,8,528.4640625,-99.20071874999998,0.41,-25.98396110534668,0.5800122022628784,0.6540099041731146,37.24927474997622,0.00019859944636830792,1e-05,0.1,1.0,36,4,32,0,,,,
773,0,A,A,341,False,8,7,527.740625,-88.31101562499997,0.42,-20.30498504638672,0.5144537091255188,0.69010788731646,108.8990645807668,0.00022617000233453798,1e-05,0.1,1.0,53,5,48,0,,,,
774,1,B,A,382,False,8,6,-520.7468749999999,-98.57542187499999,0.41,8.659903526306152,0.49293050169944763,0.6990655015781522,18.261384385588947,0.0002151203217999391,1e-05,0.1,1.0,50,3,47,0,,,,
775,2,A,B,364,False,7,8,-499.175,-98.36614062499999,0.41,-3.5731770992279053,0.3271833658218384,0.7250918561175776,51.50985540815715,0.00020983524817314516,1e-05,0.1,1.0,48,5,43,0,,,,
776,3,B,B,266,False,4,8,518.06875,-88.13658593749999,0.42,-3.9982903003692627,0.38613811135292053,0.7466118300144345,24.998042758024877,0.00019000019233390942,1e-05,0.1,1.0,36,4,32,0,,,,
777,0,A,B,241,False,3,8,-523.42890625,-88.26604687499999,0.42,-31.839099884033203,0.6596807241439819,0.6067553429834409,62.944815740731386,0.00019791345451651354,1e-05,0.1,1.0,23,5,18,0,,,,
778,1,B,A,306,False,8,4,-521.36796875,-88.29900781249998,0.42,21.543519973754883,0.4775896966457367,0.6911070337298704,56.38081358189033,0.00020033175428632848,1e-05,0.1,1.0,44,4,40,0,,,,
779,2,A,B,331,False,5,8,-525.3125,-98.80896093750002,0.41,2.6884360313415527,0.6197759509086609,0.5876717286271356,53.12726813133291,0.00018502151507221475,1e-05,0.1,1.0,33,5,28,0,,,,
780,3,B,A,313,False,8,5,-534.57109375,-109.384390625,0.4,4.813433647155762,0.7062315344810486,0.6205648509612468,33.34552565510331,0.00017768350580157154,1e-05,0.1,1.0,52,3,49,0,,,,
781,0,A,B,300,False,6,8,-504.340625,-119.55704687499998,0.39,-63.153751373291016,0.6774117946624756,0.6031681258903822,109.7427803680209,0.00023278238992585848,1e-05,0.1,1.0,53,5,48,0,,,,
782,1,B,B,389,False,7,8,485.90625,-109.46725,0.4,-3.3183281421661377,0.4787803888320923,0.6736215031408695,55.12040813883387,0.00021871023613782874,1e-05,0.1,1.0,48,2,46,0,,,,
783,2,A,B,424,False,5,8,-545.95546875,-109.89472656250001,0.4,-27.239553451538086,0.6302126049995422,0.5904016666745356,50.2792000573404,0.00022148767348557905,1e-05,0.1,1.0,53,5,48,0,,,,
784,3,B,A,422,False,8,7,-535.4625000000001,-109.82446093749999,0.4,7.187911033630371,0.5412129163742065,0.7071196469478309,32.14475458163839,0.00020933504820241835,1e-05,0.1,1.0,48,1,47,0,,,,
785,0,A,B,287,False,5,8,-527.921875,-109.93321093750002,0.4,32.40715408325195,0.51634681224823,0.6205465275924499,115.09525843335126,0.0002504429056657313,1e-05,0.1,1.0,29,5,24,0,,,,
786,1,B,B,325,False,7,8,515.9875000000001,-99.48527343750006,0.41,-8.11208724975586,0.7572126984596252,0.5989456570854312,34.05209088584563,0.000226438645186207,1e-05,0.1,1.0,38,3,35,0,,,,
787,2,A,B,236,False,6,8,-491.8921875,-109.35394531250003,0.4,31.67332649230957,0.49879348278045654,0.708535295388303,62.371617738303634,0.00021308573323420847,1e-05,0.1,1.0,23,4,19,0,,,,
788,3,B,A,321,False,8,6,-513.17734375,-119.511203125,0.39,3.1450281143188477,0.5771462321281433,0.67736784540907,34.95173916122338,0.00020627280657181725,1e-05,0.1,1.0,33,0,33,0,,,,
789,0,A,B,264,False,7,8,-486.85,-119.31010156250004,0.39,0.3092711865901947,0.29390496015548706,0.8728525303304195,4.889996754042482,0.00018629880034162525,1e-05,0.1,1.0,16,2,14,0,,,,
790,1,B,B,298,False,5,8,495.71875,-108.84777343750004,0.4,-10.123649597167969,0.5970500111579895,0.6464133908685094,25.894959338386766,0.00017559643816583795,1e-05,0.1,1.0,39,4,35,0,,,,
791,2,A,B,295,False,4,8,-535.4265625,-109.11362500000004,0.4,-2.60805606842041,0.42368513345718384,0.6792291576857679,49.90946832123747,0.00019932677332297567,1e-05,0.1,1.0,36,6,30,0,,,,
792,3,B,A,306,False,8,6,-493.72421875000003,-108.88924218750002,0.4,34.53955078125,0.5462872385978699,0.6439345561320402,96.03915584297083,0.0002596218911242814,1e-05,0.1,1.0,45,7,38,0,,,,
793,0,A,A,299,False,8,7,519.7640625,-108.87863281250003,0.4,-13.349579811096191,0.5133330821990967,0.6767682610726273,89.700725655064,0.0002548861913108462,1e-05,0.1,1.0,42,2,40,0,,,,
794,1,B,A,420,False,8,5,-536.8984375,-119.44485156250005,0.39,-21.457494735717773,0.5483643412590027,0.6319099025360324,65.22319527214351,0.00028961767730900336,1e-05,0.1,1.0,57,7,50,0,,,,
